source_type,source_id,frame_number,class_id,class_name,confidence,x_min,y_min,x_max,y_max,width,height,area_pixels,frame_width,frame_height,bbox_area_ratio,center_x,center_y,center_x_norm,center_y_norm,position_region,dominant_color_name,dom_r,dom_g,dom_b,timestamp_sec,ingestion_date,detection_id
image,4.jpeg,0,2,car,0.2829548418521881,557,413,588,437,30,24,745,720,1280,0.0008090011602487518,572.6239013671875,425.4207458496094,0.7953109741210938,0.3323599576950073,middle-right,blue,61,66,74,0.0,2025-11-21T11:36:29.268892,e737726f-ef0c-4ad1-9364-84bf8111e285
image,4.jpeg,0,0,person,0.27318498492240906,151,287,259,531,107,244,26345,720,1280,0.02858654399969964,205.51852416992188,409.80181884765625,0.2854423946804471,0.32015767097473147,top-left,green,88,100,76,0.0,2025-11-21T11:36:29.269542,0b3eac62-b236-4b4b-9613-0a0a6faa36b3
image,40.jpg,0,0,person,0.9345528483390808,873,815,2938,2144,2064,1329,2743830,3840,2160,0.3308051803027712,1906.0391540527344,1479.5853271484375,0.49636436303456627,0.6849932070131655,bottom-center,blue,95,97,117,0.0,2025-11-21T11:36:29.409281,d7cfce02-e47f-4fdf-bd1f-53904ad0ee25
image,40.jpg,0,56,chair,0.5863917469978333,3050,1105,3539,1975,489,869,425606,3840,2160,0.05131246415510153,3295.301513671875,1540.55224609375,0.8581514358520508,0.7132186324508102,bottom-right,red,115,109,103,0.0,2025-11-21T11:36:29.416548,8821cc6a-98a9-4ddf-929b-c8f810c06a4e
image,40.jpg,0,62,tv,0.5711778402328491,0,280,1083,1439,1083,1159,1255854,3840,2160,0.15140992663225378,541.7279663085938,860.1100769042969,0.1410749912261963,0.3981991096779152,middle-left,blue,156,165,179,0.0,2025-11-21T11:36:29.436247,44aaddea-be4b-4829-9d03-4f2ea03a774d
image,40.jpg,0,62,tv,0.5514284372329712,2567,1092,2880,1394,313,302,94598,3840,2160,0.01140514949375453,2723.978759765625,1243.54296875,0.7093694686889649,0.5757143373842593,middle-right,other,92,93,93,0.0,2025-11-21T11:36:29.437967,f0f42b88-f654-4493-82e2-7e65f509308c
image,41.jpg,0,0,person,0.8935520648956299,907,809,2978,2142,2070,1332,2759041,3840,2160,0.3326391204341349,1942.9189453125,1475.75732421875,0.5059684753417969,0.6832209834346065,bottom-center,blue,97,100,118,0.0,2025-11-21T11:36:29.568239,ecf0307a-39e4-4ac3-9315-9f9f5aba73be
image,41.jpg,0,62,tv,0.571474015712738,2565,1091,2876,1380,310,289,89771,3840,2160,0.010823099357162223,2720.912841796875,1236.0574951171875,0.7085710525512695,0.5722488403320313,middle-right,other,91,93,93,0.0,2025-11-21T11:36:29.570743,89af8fe5-6069-4076-a8b3-0ec5b1517f03
image,41.jpg,0,56,chair,0.509910523891449,3046,1099,3527,1968,481,868,418086,3840,2160,0.05040590395047157,3287.3583984375,1534.4310913085938,0.8560829162597656,0.7103847644947193,bottom-right,red,114,108,101,0.0,2025-11-21T11:36:29.577506,30e07287-1d77-49cb-b200-186f3d929ecf
image,41.jpg,0,67,cell phone,0.5037261247634888,1926,1311,2182,1679,256,367,94181,3840,2160,0.011354848566945831,2054.4906005859375,1495.6101684570312,0.5350235939025879,0.6924121150264033,bottom-center,blue,92,99,125,0.0,2025-11-21T11:36:29.579229,15a47666-6ff3-403a-bece-669fde5d8e1b
image,42.jpg,0,0,person,0.9091575145721436,827,723,3000,2139,2173,1415,3077076,3840,2160,0.37098246010358843,1913.8348388671875,1431.3060302734375,0.4983944892883301,0.662641680682147,middle-center,blue,98,103,121,0.0,2025-11-21T11:36:29.710967,20a38f31-2107-46f3-adb8-84e0184039c5
image,42.jpg,0,62,tv,0.5561879277229309,2567,1087,2876,1393,309,306,94790,3840,2160,0.011428224028139892,2721.7197265625,1240.2264404296875,0.7087811787923177,0.5741789076063368,middle-right,green,88,91,90,0.0,2025-11-21T11:36:29.713055,4942100b-de77-415d-a704-2fbef2d10983
image,42.jpg,0,56,chair,0.4727438986301422,3044,1096,3519,1958,474,862,409579,3840,2160,0.04938029185890358,3281.61572265625,1527.7361450195312,0.8545874277750651,0.7072852523238571,bottom-right,red,108,105,98,0.0,2025-11-21T11:36:29.719534,b0a67e4e-ed17-4ccc-8562-bc6040ce072d
image,42.jpg,0,67,cell phone,0.3031075596809387,2019,1250,2257,1589,238,339,80982,3840,2160,0.009763470042445179,2138.50927734375,1420.1488037109375,0.5569034576416015,0.657476298014323,middle-center,blue,93,98,121,0.0,2025-11-21T11:36:29.721044,4f3d4e4c-5d4e-4250-a046-659d1e36d327
image,43.JPG,0,0,person,0.8087418675422668,867,1454,1501,3383,633,1928,1222688,1980,3520,0.17543168959792796,1184.8411865234375,2418.8756103515625,0.5984046396583018,0.687180571122603,bottom-center,blue,47,47,56,0.0,2025-11-21T11:36:29.820190,02ae4a92-8124-49ce-9840-6b6162775d00
image,43.JPG,0,0,person,0.6666486263275146,1180,1268,1652,1802,471,534,252440,1980,3520,0.0362202539672426,1416.2359008789062,1535.5023803710938,0.7152706570095486,0.4362222671508789,middle-right,blue,88,84,104,0.0,2025-11-21T11:36:29.825709,696d7471-ec4e-4497-8d58-19ea70b6641d
image,44.JPG,0,0,person,0.8936504125595093,573,809,975,1775,401,966,387672,1980,3520,0.05562334255096644,774.4514770507812,1292.7650756835938,0.3911371096216067,0.36726280559193003,middle-center,red,87,83,84,0.0,2025-11-21T11:36:29.910743,0eed9c85-d929-4a7c-8f1c-2087d892d9b3
image,44.JPG,0,0,person,0.8398517370223999,1307,909,1660,1485,352,575,202627,1980,3520,0.029073035414022785,1483.9398803710938,1197.484619140625,0.749464586046007,0.3401944940740412,middle-right,blue,98,89,102,0.0,2025-11-21T11:36:29.914143,2dd3d11f-8651-4b59-8043-d2ee23201a29
image,45.JPG,0,0,person,0.8628003001213074,82,540,760,1512,677,971,658642,1980,3520,0.0945021861790817,421.81049728393555,1026.7918701171875,0.21303560468885635,0.29170223582874644,top-left,blue,112,109,137,0.0,2025-11-21T11:36:29.991380,8b798737-c5d6-498e-ad9d-a2b52023e8ff
image,46.JPG,0,0,person,0.888600766658783,1561,555,1959,1476,398,920,366647,1980,3520,0.05260660740398717,1760.7185668945312,1015.8737182617188,0.8892518014618844,0.28860048814253375,top-right,red,94,90,84,0.0,2025-11-21T11:36:30.072031,b2a9fe9b-16ee-4973-b2a1-3016cf19d742
image,46.JPG,0,0,person,0.8512307405471802,915,782,1583,1574,668,792,529352,1980,3520,0.0759516398226807,1249.3120422363281,1178.8359069824219,0.6309656778971354,0.3348965644836426,middle-center,red,63,57,53,0.0,2025-11-21T11:36:30.080276,9ef34271-240f-42f9-a789-a5e31cba8a15
image,46.JPG,0,41,cup,0.6985405683517456,412,1423,546,1659,134,236,31734,1980,3520,0.004553203311251927,479.3269348144531,1541.318603515625,0.24208431051235008,0.43787460327148436,middle-left,red,173,168,161,0.0,2025-11-21T11:36:30.081146,c898268d-990a-4c6e-a2b5-3e4c49e28dd4
image,46.JPG,0,0,person,0.6299633979797363,435,898,914,1602,478,703,336831,1980,3520,0.04832873826215817,675.3471374511719,1250.5635681152344,0.3410844128541272,0.35527374094182795,middle-center,red,105,97,96,0.0,2025-11-21T11:36:30.086815,0aea5f13-bb70-44d2-876a-4f2762e7ce48
image,46.JPG,0,56,chair,0.3566325902938843,1747,1232,1978,1505,230,272,62782,1980,3520,0.009008019474814787,1863.0931396484375,1368.6715087890625,0.9409561311355745,0.3888271331787109,middle-right,red,88,82,73,0.0,2025-11-21T11:36:30.088757,df6a0e54-3678-4f78-a335-981fa3e4465c
image,46.JPG,0,60,dining table,0.2676549255847931,199,1473,1980,1912,1780,438,780862,1980,3520,0.11203841645275878,1089.8557662963867,1693.0023193359375,0.5504322052001953,0.48096656799316406,middle-center,red,121,109,92,0.0,2025-11-21T11:36:30.100773,8c954405-38f0-4ddd-bbc8-e86afa1cae97
image,47.JPG,0,0,person,0.8976002335548401,891,1457,1515,2241,624,783,489110,1980,3520,0.07017775787374123,1203.1383056640625,1849.128173828125,0.6076456089212436,0.5253205039284446,middle-center,red,79,76,65,0.0,2025-11-21T11:36:30.187846,f3c4a9ce-4557-4b9b-8f8b-cc7f49741822
image,47.JPG,0,41,cup,0.8269786238670349,626,2127,816,2456,189,328,62428,1980,3520,0.008957264506188799,721.5643920898438,2291.955078125,0.36442646065143625,0.6511236017400568,middle-center,red,117,112,89,0.0,2025-11-21T11:36:30.189175,40bb3b38-0ca2-4da9-be0d-f1d3f75a1338
image,47.JPG,0,73,book,0.5193637013435364,1241,2425,1801,2638,560,213,119464,1980,3520,0.01714076405165322,1521.6815795898438,2532.099853515625,0.7685260502979009,0.7193465492942116,bottom-right,red,197,190,159,0.0,2025-11-21T11:36:30.191244,820bb0f2-ef37-46d3-a7cc-2052f4be8f36
image,47.JPG,0,73,book,0.3772489130496979,1430,2226,1980,2476,549,250,137828,1980,3520,0.019775624530786722,1705.1129760742188,2351.5947265625,0.8611681697344539,0.6680666836825284,middle-right,red,176,175,161,0.0,2025-11-21T11:36:30.193550,9e595323-fcfa-462b-a72b-771f66c4cfbf
image,47.JPG,0,67,cell phone,0.27039778232574463,943,2341,1240,2504,297,163,48476,1980,3520,0.0069554403944572145,1092.3016967773438,2422.77392578125,0.5516675236249211,0.688288047096946,bottom-center,red,65,56,39,0.0,2025-11-21T11:36:30.194535,3aec5412-4ff8-43dc-ac05-b54a989d9c57
image,5.jpeg,0,0,person,0.895580530166626,69,312,296,915,227,602,136998,720,1280,0.1486527184791713,182.61938858032227,613.6836547851562,0.253638039694892,0.47944035530090334,middle-left,green,104,115,97,0.0,2025-11-21T11:36:30.244431,8920c188-8d44-4fdc-bd1a-3aed23000abc
image,5.jpeg,0,0,person,0.8746140599250793,342,350,434,618,91,267,24398,720,1280,0.026474056053630193,388.38037109375,484.4333190917969,0.5394171820746527,0.37846353054046633,middle-center,blue,96,97,100,0.0,2025-11-21T11:36:30.245230,b30e5fc7-125e-4c62-920e-c0d16aac727a
image,5.jpeg,0,0,person,0.8361682295799255,283,368,354,606,71,237,16931,720,1280,0.018371350533400093,319.03375244140625,487.7834167480469,0.4431024339463976,0.3810807943344116,middle-center,green,101,106,103,0.0,2025-11-21T11:36:30.245830,fc6a31bf-f2b5-4ced-ba25-9502de51bf4b
image,5.jpeg,0,2,car,0.7673704028129578,564,400,608,438,43,38,1671,720,1280,0.0018138898948867185,586.56396484375,419.383544921875,0.8146721733940973,0.32764339447021484,top-right,blue,70,88,97,0.0,2025-11-21T11:36:30.246109,5b8af0dc-2679-4c8e-bd7d-0a1b456b1669
image,5.jpeg,0,0,person,0.7379284501075745,16,346,128,697,112,350,39395,720,1280,0.04274674551343701,72.63157653808594,522.2196197509766,0.10087718963623046,0.40798407793045044,middle-left,red,131,101,85,0.0,2025-11-21T11:36:30.246955,e5d4d3a8-c631-4a36-9fd2-a8e2d0c201ef
image,5.jpeg,0,2,car,0.4274144470691681,536,400,571,429,34,29,1012,720,1280,0.001098927474554835,554.1727294921875,414.95587158203125,0.7696843465169271,0.3241842746734619,top-right,blue,66,70,75,0.0,2025-11-21T11:36:30.247221,9a9ef862-9ebd-4c1c-a2d4-08bc8bf14533
image,5.jpeg,0,0,person,0.3353022634983063,253,417,287,485,33,68,2292,720,1280,0.0024876726419380346,270.48907470703125,451.6319274902344,0.3756792704264323,0.3528374433517456,middle-center,green,129,143,118,0.0,2025-11-21T11:36:30.247497,cb16871b-427a-4c77-830c-bc5b8ff65456
image,5.jpeg,0,0,person,0.30806389451026917,199,324,256,442,57,118,6782,720,1280,0.007359205664842092,227.99722290039062,383.61651611328125,0.3166628095838759,0.299700403213501,top-left,green,94,98,77,0.0,2025-11-21T11:36:30.247837,af1e00b0-1024-451d-b75e-2a035cdb2683
image,5.jpeg,0,26,handbag,0.2695048749446869,67,588,141,682,74,93,6979,720,1280,0.007573603795351826,104.39803695678711,635.6761474609375,0.1449972735510932,0.49662199020385744,middle-left,red,127,79,51,0.0,2025-11-21T11:36:30.248200,b29facc4-3ba3-49af-8a26-39877499c856
image,6.jpeg,0,0,person,0.8763641119003296,70,218,214,622,143,403,58080,720,1280,0.06302103660807713,142.1861572265625,420.6802673339844,0.19748077392578126,0.3286564588546753,top-left,red,118,76,74,0.0,2025-11-21T11:36:30.301687,02a4e7ab-fead-4b19-a0fb-519f1fddf06c
image,6.jpeg,0,0,person,0.8762859106063843,261,224,410,622,148,397,59270,720,1280,0.06431240469350592,336.0747985839844,423.85865020751953,0.4667705535888672,0.3311395704746246,middle-center,green,87,99,84,0.0,2025-11-21T11:36:30.302853,5cc4e8ce-c7b1-4d13-ae7b-7441e15061bd
image,6.jpeg,0,0,person,0.8536139130592346,399,245,476,479,76,234,17954,720,1280,0.019481759225931858,437.78955078125,362.9266052246094,0.6080410427517361,0.28353641033172605,top-center,blue,82,87,90,0.0,2025-11-21T11:36:30.303394,3e52ed26-8c50-4b27-9f4c-0a328016104c
image,6.jpeg,0,2,car,0.7497004270553589,608,301,658,343,50,41,2123,720,1280,0.0023036406662140505,633.4166259765625,322.7767639160156,0.8797453138563368,0.2521693468093872,top-right,blue,73,90,98,0.0,2025-11-21T11:36:30.303675,cbfec7b2-6539-4b7c-b6ac-0a38c94844ef
image,6.jpeg,0,0,person,0.7378525733947754,192,244,265,520,73,276,20271,720,1280,0.02199586259162566,229.32553100585938,382.55762481689453,0.31850768195258244,0.29887314438819884,top-left,red,143,104,95,0.0,2025-11-21T11:36:30.304218,b52111cb-0b12-4c4c-80bb-c58c3ad8b7c0
image,6.jpeg,0,0,person,0.5400204658508301,240,219,321,520,80,301,24266,720,1280,0.026331020644817425,280.85882568359375,369.9314270019531,0.3900817023383247,0.2890089273452759,top-center,red,83,78,62,0.0,2025-11-21T11:36:30.304846,04b1e0f8-6a39-403f-ae6c-f1e04fd755e8
image,6.jpeg,0,2,car,0.47250568866729736,576,298,616,331,39,32,1306,720,1280,0.0014178155402219596,596.674072265625,314.75921630859375,0.8287139892578125,0.24590563774108887,top-right,blue,68,70,74,0.0,2025-11-21T11:36:30.305136,4e4735a6-8b6d-4004-98fc-496595cf2173
image,6.jpeg,0,0,person,0.3875468075275421,1,270,41,653,40,383,15385,720,1280,0.01669383707452299,21.480365753173828,461.7832946777344,0.02983384132385254,0.36076819896698,middle-left,green,83,85,78,0.0,2025-11-21T11:36:30.305624,83b2a51f-56c7-4556-99c5-5f1e28859778
image,6.jpeg,0,26,handbag,0.3694639503955841,263,325,328,476,65,151,9906,720,1280,0.010749254185551156,296.09320068359375,400.67962646484375,0.4112405565049913,0.3130309581756592,top-center,green,47,52,32,0.0,2025-11-21T11:36:30.306014,7f947e1f-b12e-4e2b-a3ed-834c3002856e
image,6.jpeg,0,0,person,0.3601141571998596,365,259,396,312,31,53,1677,720,1280,0.0018199041791376659,381.066162109375,285.98419189453125,0.5292585584852431,0.22342514991760254,top-center,red,127,124,95,0.0,2025-11-21T11:36:30.306289,5b7d2db3-9d1e-4e61-9856-4b5dcfd2b055
image,6.jpeg,0,26,handbag,0.3399825394153595,263,400,325,474,62,74,4635,720,1280,0.005030372802672598,294.4111328125,437.418701171875,0.40890435112847223,0.34173336029052737,middle-center,red,87,54,33,0.0,2025-11-21T11:36:30.306598,c4bbae40-032e-4460-acd9-13c21211c5bf
image,7.jpeg,0,0,person,0.8387821316719055,170,349,281,650,111,301,33528,720,1280,0.0363812239019737,226.2308349609375,500.2188415527344,0.3142094930013021,0.39079596996307375,middle-left,green,87,103,91,0.0,2025-11-21T11:36:30.366635,b9a1019b-af12-4f07-ac36-7796d8f1a9ce
image,7.jpeg,0,0,person,0.8139057755470276,2,341,116,651,114,309,35324,720,1280,0.038329342338126175,59.684959411621094,496.5243835449219,0.08289577696058485,0.38790967464447024,middle-left,red,117,72,74,0.0,2025-11-21T11:36:30.367619,a1078889-f1e7-45dd-81ff-3dcb9e060bf3
image,7.jpeg,0,0,person,0.6823389530181885,124,344,199,585,75,241,18102,720,1280,0.019642397067606603,162.30474853515625,464.9842529296875,0.2254232618543837,0.36326894760131834,middle-left,red,107,99,86,0.0,2025-11-21T11:36:30.368233,df0a84d8-22cc-4ed3-9ff5-dcd85f24996d
image,7.jpeg,0,0,person,0.6804252862930298,260,369,321,558,60,188,11447,720,1280,0.012421037202390533,291.2862548828125,463.92919921875,0.40456424289279513,0.3624446868896484,middle-center,blue,81,93,94,0.0,2025-11-21T11:36:30.368727,e62264af-55d4-40e3-8c86-7b5b641a790c
image,7.jpeg,0,2,car,0.5192351937294006,458,415,502,453,43,37,1642,720,1280,0.0017821550764993946,480.2031555175781,434.3177490234375,0.6669488271077474,0.3393107414245605,middle-center,blue,64,88,98,0.0,2025-11-21T11:36:30.369018,acd9e10f-e53b-489b-b819-b697813b1fa3
image,7.jpeg,0,0,person,0.47347891330718994,117,341,181,585,64,243,15591,720,1280,0.01691812434696961,149.89309692382812,463.53985595703125,0.20818485683865018,0.36214051246643064,middle-left,red,123,107,95,0.0,2025-11-21T11:36:30.369610,6416f18f-297c-4f55-ba7a-135b7b81e46c
image,7.jpeg,0,26,handbag,0.4492647349834442,164,441,212,533,48,92,4483,720,1280,0.00486523908012815,188.58078002929688,487.2591552734375,0.2619177500406901,0.38067121505737306,middle-left,red,73,67,49,0.0,2025-11-21T11:36:30.370269,af719666-a463-4b9c-9248-1da2eac15c33
image,7.jpeg,0,0,person,0.4166756868362427,91,357,153,578,62,220,13831,720,1280,0.015007717215451825,122.43777084350586,467.85235595703125,0.17005245950486925,0.3655096530914307,middle-left,red,144,98,94,0.0,2025-11-21T11:36:30.370846,de09d37a-fdd0-485a-a97b-c424801c51de
image,7.jpeg,0,0,person,0.3190186321735382,114,345,163,585,49,239,11779,720,1280,0.012781204714374326,139.23582458496094,465.5926208496094,0.19338308970133464,0.3637442350387573,middle-left,red,138,113,102,0.0,2025-11-21T11:36:30.371315,5d4c7b1b-35dc-44fb-aba1-b814e7e8a73e
image,7.jpeg,0,2,car,0.31108278036117554,430,410,462,442,32,32,1064,720,1280,0.0011552088069341456,446.38079833984375,426.4923095703125,0.6199733310275608,0.33319711685180664,middle-center,blue,66,70,75,0.0,2025-11-21T11:36:30.371624,0e71e9ae-c3f5-4ffb-a892-2328eab7a1bf
image,7.jpeg,0,0,person,0.287080854177475,321,385,342,438,21,53,1122,720,1280,0.0012180126326469083,332.28863525390625,412.10601806640625,0.46151199340820315,0.3219578266143799,top-center,blue,72,74,79,0.0,2025-11-21T11:36:30.371931,76ba5475-25da-4fed-a26f-6666c0826ab8
image,7.jpeg,0,26,handbag,0.2764029800891876,162,397,219,535,56,137,7756,720,1280,0.008416411599399806,190.93307495117188,466.6361083984375,0.26518482632107204,0.3645594596862793,middle-left,green,52,64,49,0.0,2025-11-21T11:36:30.372323,fdea2c4e-cf82-417d-a417-b14355df04cd
image,7.jpeg,0,26,handbag,0.27515995502471924,165,477,209,532,44,54,2428,720,1280,0.002635156223898068,187.44476318359375,505.19097900390625,0.26033994886610246,0.39468045234680177,middle-left,red,108,73,52,0.0,2025-11-21T11:36:30.372657,5066deea-acc7-4222-9698-17ffa8facef3
image,8.jpeg,0,0,person,0.9046822190284729,115,298,222,624,106,325,34817,720,1280,0.037779902456143946,169.14634704589844,461.66107177734375,0.23492548200819227,0.3606727123260498,middle-left,red,139,119,99,0.0,2025-11-21T11:36:30.419914,9f956585-a19a-43ca-a06b-93fa05a8b521
image,8.jpeg,0,0,person,0.8866167068481445,373,277,493,663,120,385,46517,720,1280,0.05047441379920201,433.4706115722656,470.6680603027344,0.6020425160725912,0.36770942211151125,middle-center,blue,70,75,82,0.0,2025-11-21T11:36:30.421115,0124ab81-de27-4730-a033-2eff74ff14b3
image,8.jpeg,0,0,person,0.8370042443275452,241,303,369,646,127,342,43784,720,1280,0.04750870935735293,305.1816711425781,474.6942443847656,0.42386343214246963,0.37085487842559817,middle-center,red,109,105,98,0.0,2025-11-21T11:36:30.422131,f5bd9433-9a7d-4bed-9a16-9f7f91a2e6cf
image,8.jpeg,0,2,car,0.6964998245239258,612,323,720,405,107,81,8824,720,1280,0.009575034386361949,666.0098876953125,364.7301025390625,0.9250137329101562,0.2849453926086426,top-right,blue,73,94,99,0.0,2025-11-21T11:36:30.422539,a9a06613-57ad-41d2-97f3-14968c82d3d0
image,8.jpeg,0,2,car,0.5318277478218079,519,346,553,376,34,29,1010,720,1280,0.0010959393419196,536.1488037109375,361.82672119140625,0.744651116265191,0.28267712593078614,top-right,red,94,66,76,0.0,2025-11-21T11:36:30.422828,715466c6-92da-4722-b98c-095b71e4c027
image,8.jpeg,0,9,traffic light,0.2569192051887512,665,172,685,211,19,39,769,720,1280,0.000834874949650839,675.7974243164062,192.10525512695312,0.9386075337727865,0.15008223056793213,top-right,green,100,109,106,0.0,2025-11-21T11:36:30.423124,c8ace162-edb8-4cc0-b389-9fa58ba8f4d2
image,9.jpeg,0,0,person,0.869225025177002,336,346,447,694,111,348,38710,720,1280,0.042003599073149316,391.60614013671875,520.5411376953125,0.5438974168565538,0.4066727638244629,middle-center,blue,70,74,80,0.0,2025-11-21T11:36:30.467991,4236eb4a-6514-4571-9126-e54a20e0e65e
image,9.jpeg,0,0,person,0.8544087409973145,89,368,197,673,108,304,33001,720,1280,0.03580884676727995,143.77947998046875,520.9095306396484,0.19969372219509549,0.40696057081222536,middle-left,red,144,123,100,0.0,2025-11-21T11:36:30.469006,a53693fa-8188-4852-a86b-2ef3a9330dcb
image,9.jpeg,0,0,person,0.8382962346076965,213,367,333,688,119,321,38590,720,1280,0.04187358037480711,273.0915832519531,527.9381256103516,0.37929386562771267,0.41245166063308714,middle-center,red,109,104,95,0.0,2025-11-21T11:36:30.469863,ecb833a4-072a-48f3-837c-1f59d4c99a4f
image,9.jpeg,0,2,car,0.6189536452293396,482,413,518,443,35,30,1086,720,1280,0.0011787604684650433,500.92156982421875,428.103271484375,0.6957244025336371,0.334455680847168,middle-right,red,100,71,78,0.0,2025-11-21T11:36:30.470152,d09d39ec-b358-4d02-a6ff-d4c8d467e577
image,9.jpeg,0,2,car,0.4565306305885315,574,391,676,471,102,79,8204,720,1280,0.008902207740029554,625.588623046875,431.1832275390625,0.8688730875651042,0.33686189651489257,middle-right,blue,80,97,99,0.0,2025-11-21T11:36:30.470602,e505a678-1a04-4dfb-9501-613bb77e5f4d
image,9.jpeg,0,9,traffic light,0.4263595938682556,661,91,693,151,32,60,1951,720,1280,0.0021179980042021875,677.18212890625,121.74554443359375,0.9405307345920139,0.09511370658874511,top-right,green,104,112,109,0.0,2025-11-21T11:36:30.471348,3a3f4141-6bee-443b-b32c-60aaee1157e0
image,9.jpeg,0,2,car,0.33756640553474426,548,410,593,454,45,44,2011,720,1280,0.002182622828097212,571.001708984375,432.39068603515625,0.7930579291449653,0.33780522346496583,middle-right,blue,78,85,87,0.0,2025-11-21T11:36:30.472037,9e4dcb80-eee9-4cbb-9381-7a61e2924549
image,9.jpeg,0,7,truck,0.2578331232070923,576,390,676,470,100,79,8012,720,1280,0.008694347082119849,626.444091796875,430.48712158203125,0.8700612386067709,0.3363180637359619,middle-right,blue,80,98,99,0.0,2025-11-21T11:36:30.472746,5155c9d4-a02e-4960-a4ad-4eb256d46db4
video,video_1.MOV,0,0,person,0.7456575632095337,520,305,590,530,69,225,15631,1080,1920,0.007538572469956879,555.5116882324219,418.15582275390625,0.5143626742892795,0.21778949101765951,top-center,blue,74,82,107,0.0,2025-11-21T11:36:30.805441,a24296ed-13cf-4392-a95e-caf9ead7a02d
video,video_1.MOV,0,0,person,0.6211100816726685,738,325,786,443,47,118,5636,1080,1920,0.0027182548652086146,762.333251953125,384.5926971435547,0.7058641221788194,0.20030869642893473,top-right,blue,45,44,53,0.0,2025-11-21T11:36:30.805874,581efb36-487c-44ce-a18a-9df1f8f03765
video,video_1.MOV,0,0,person,0.5818854570388794,699,331,737,450,37,118,4490,1080,1920,0.0021657143804784734,718.1237487792969,390.77723693847656,0.6649293970178675,0.20352981090545655,top-center,blue,48,49,60,0.0,2025-11-21T11:36:30.806243,b1a7dfb1-85eb-47ae-ad94-2530be0b4094
video,video_1.MOV,0,0,person,0.3299393653869629,640,334,674,417,33,83,2798,1080,1920,0.0013493712115055525,657.5460205078125,375.9998474121094,0.6088389078776042,0.19583325386047362,top-center,blue,58,61,84,0.0,2025-11-21T11:36:30.806577,0d33bcde-4742-40fd-bedf-e01070f5d4bd
video,video_1.MOV,30,0,person,0.7391476631164551,476,320,557,548,80,227,18356,1080,1920,0.008852659265992569,516.7270202636719,434.3761291503906,0.47845094468858507,0.22623756726582844,top-center,blue,75,83,109,1.000128205128205,2025-11-21T11:36:31.079877,b637aa90-9c13-440e-9862-57d765e03e4a
video,video_1.MOV,30,0,person,0.6665807366371155,680,349,719,476,38,127,4893,1080,1920,0.0023600471926814256,699.787353515625,412.64076232910156,0.6479512532552083,0.21491706371307373,top-center,blue,43,44,57,1.000128205128205,2025-11-21T11:36:31.080262,30322a0f-a74c-410a-9ba6-9590e044ba4b
video,video_1.MOV,30,0,person,0.5055432319641113,720,348,763,470,43,122,5303,1080,1920,0.002557745423745709,742.2462158203125,409.8748016357422,0.6872650146484375,0.21347645918528238,top-right,blue,56,56,66,1.000128205128205,2025-11-21T11:36:31.080647,68b48bc2-6563-4b50-91f3-39538516a285
video,video_1.MOV,30,0,person,0.3655458092689514,632,350,664,445,32,94,3015,1080,1920,0.0014543916061908627,648.6188354492188,397.9659118652344,0.6005729957863136,0.20727391242980958,top-center,blue,64,67,94,1.000128205128205,2025-11-21T11:36:31.081001,7f2dd993-d253-49fb-b6d6-3fe1c6baef03
video,video_1.MOV,30,0,person,0.3317238688468933,586,364,613,441,26,77,2042,1080,1920,0.0009849272750337454,600.1176147460938,403.33314514160156,0.555664458098235,0.21006934642791747,top-center,blue,83,90,114,1.000128205128205,2025-11-21T11:36:31.081335,78c1f68a-efff-4a07-8bd5-bb0e64f723c5
video,video_1.MOV,30,0,person,0.292908638715744,615,362,643,442,27,80,2228,1080,1920,0.0010745098362719915,629.1331787109375,402.3749084472656,0.5825307210286458,0.20957026481628419,top-center,blue,66,70,93,1.000128205128205,2025-11-21T11:36:31.081638,e62b26c7-a986-4979-beb4-ea1abba3f856
video,video_1.MOV,30,0,person,0.28465211391448975,612,361,635,441,23,79,1832,1080,1920,0.0008835586193064372,623.9276733398438,401.47264099121094,0.5777108086480035,0.20910033384958904,top-center,blue,70,74,96,1.000128205128205,2025-11-21T11:36:31.081963,20cfdd07-ab5f-4f9d-9a12-bcac545cf7ef
video,video_1.MOV,30,24,backpack,0.25684472918510437,485,340,534,425,49,85,4235,1080,1920,0.002042594381139533,509.82037353515625,382.7731018066406,0.472055901421441,0.199360990524292,top-center,blue,48,54,71,1.000128205128205,2025-11-21T11:36:31.082277,dc18c9e0-41bc-4df6-8f59-456b72dbd1c2
video,video_1.MOV,60,0,person,0.7114570736885071,249,350,327,583,78,232,18263,1080,1920,0.008807623276984991,288.7376708984375,467.05255126953125,0.267349695276331,0.24325653711954753,top-left,blue,59,66,93,2.00025641025641,2025-11-21T11:36:31.332871,b38efa5b-9364-4959-b53e-3c0b48f5344c
video,video_1.MOV,60,0,person,0.5726433396339417,483,381,521,505,37,124,4652,1080,1920,0.0022437100322336106,502.3897399902344,443.74855041503906,0.46517568517614294,0.2311190366744995,top-center,blue,40,41,58,2.00025641025641,2025-11-21T11:36:31.333209,96c19a78-2f59-4b7e-814c-bb5580c207af
video,video_1.MOV,60,0,person,0.5169685482978821,436,379,470,485,34,105,3623,1080,1920,0.001747407957300311,453.6240234375,432.50006103515625,0.4200222439236111,0.22526044845581056,top-center,blue,63,66,96,2.00025641025641,2025-11-21T11:36:31.333502,0408f54c-dc04-4fb9-898d-57ddbcc8b7cb
